X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
901,609
866,595
844,575
844,575
827,552
816,522
807,497
800,476
795,460
795,460
792,446
790,436
788,428
787,422
786,417
786,417
786,413
787,410
789,408
791,407
793,408
793,408
794,409
794,410
794,411
794,412
794,412
794,412
794,412
794,412
793,412
793,412
792,411
792,411
791,411
787,409
779,408
768,407
753,405
753,405
738,401
725,398
713,395
702,393
694,390
694,390
686,389
680,389
675,389
671,391
668,393
668,393
666,394
665,395
664,396
663,396
663,397
663,397
663,397
663,397
664,397
664,397
664,397
664,397
664,396
664,396
664,395
664,394
664,393
664,393
665,392
665,391
666,391
666,391
667,391
667,391
669,392
671,393
672,394
673,395
674,395
674,395
675,396
678,397
684,400
692,406
703,414
703,414
716,424
730,438
746,455
763,477
782,504
782,504
802,534
825,564
852,587
882,606
920,622
920,622
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
