X,Y
0,0
0,0
0,0
0,0
0,0
0,0
863,606
853,583
828,540
828,540
810,499
797,464
787,436
779,414
774,398
774,398
770,387
768,379
767,373
767,371
767,370
767,370
767,372
768,376
769,379
769,382
770,385
770,385
771,386
771,385
771,385
771,384
771,384
771,384
772,385
771,386
771,386
770,386
769,384
769,384
769,381
768,376
767,372
763,369
754,369
754,369
742,370
733,371
727,374
721,375
717,373
717,373
713,370
710,367
709,365
709,363
709,361
709,361
710,361
711,360
711,360
710,360
710,360
710,360
709,359
708,358
707,358
706,358
705,357
705,357
705,357
705,358
705,358
704,358
704,359
704,359
703,359
703,360
703,360
703,359
703,359
703,359
704,358
705,358
707,359
710,363
714,370
714,370
720,383
727,401
736,424
747,454
761,489
761,489
780,528
804,570
833,596
868,616
0,0
0,0
0,0
0,0
0,0
0,0
0,0
