X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
844,622
835,608
819,589
812,566
806,536
806,536
802,507
799,481
797,459
797,441
798,425
798,425
799,412
799,402
799,394
799,390
799,387
799,387
798,387
798,388
798,388
798,389
798,389
798,389
797,389
797,389
796,388
794,387
789,386
789,386
781,387
769,390
754,391
740,391
727,393
727,393
715,392
705,390
697,387
690,386
685,385
685,385
682,384
680,383
679,383
679,383
678,382
678,382
677,382
675,383
674,383
673,384
673,384
673,384
672,384
672,384
672,384
672,384
671,384
671,384
671,384
671,383
671,383
671,382
672,382
672,382
674,382
678,384
685,386
697,393
714,404
714,404
734,422
758,446
786,476
818,512
851,553
851,553
890,589
930,614
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
