X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
957,622
940,608
940,608
918,587
897,559
878,529
861,502
847,479
847,479
835,460
827,447
820,437
815,430
812,425
812,425
808,422
805,418
802,417
800,415
797,415
797,415
796,414
794,414
794,415
793,415
793,415
793,415
794,415
794,415
793,414
789,412
783,408
783,408
775,405
765,401
756,395
746,389
738,383
738,383
731,376
725,370
720,364
715,359
711,357
711,357
709,357
708,357
707,357
707,357
708,358
708,358
708,358
708,358
709,358
710,358
711,358
711,358
712,358
713,359
714,358
714,358
713,358
713,358
713,358
713,357
713,357
713,356
713,356
713,356
714,356
716,358
721,364
728,374
738,388
738,388
751,408
766,434
784,467
806,505
831,549
831,549
860,584
892,609
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
