X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
903,622
873,608
873,608
854,587
834,557
819,525
808,498
799,474
799,474
793,455
788,439
784,427
781,418
779,411
779,411
778,405
777,400
778,396
779,395
780,394
780,394
781,395
782,397
783,399
785,401
786,402
786,402
786,402
785,402
784,402
782,401
781,401
781,401
780,400
779,399
777,398
775,397
772,396
772,396
765,395
754,393
740,391
727,385
716,380
716,380
706,376
697,375
691,376
686,379
683,387
683,387
681,398
679,403
678,407
678,409
679,410
679,410
680,409
679,408
675,405
669,402
663,397
663,397
657,393
651,390
645,388
643,392
640,397
640,397
632,402
624,405
618,407
614,410
611,412
611,412
609,414
608,415
608,415
608,416
609,417
609,417
608,417
608,416
608,416
608,415
608,414
608,414
609,414
609,413
609,413
610,413
610,413
610,413
611,414
611,414
612,416
612,417
612,418
612,418
613,420
615,421
618,424
627,432
641,447
641,447
662,467
690,493
723,523
758,556
792,584
792,584
824,604
850,619
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
