X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
824,613
824,613
802,592
788,565
777,529
770,498
764,474
764,474
759,454
756,440
753,429
750,423
748,418
748,418
747,415
746,412
746,409
747,408
749,407
749,407
751,407
752,408
753,408
753,410
752,412
752,412
753,414
754,416
755,417
756,417
756,416
756,416
756,414
755,412
754,409
751,405
748,401
748,401
744,397
740,393
735,388
729,383
721,376
721,376
710,366
699,355
687,351
676,351
666,353
667,353
659,357
654,360
649,361
644,362
640,361
640,361
635,362
631,363
628,366
625,370
623,374
623,374
623,378
621,379
619,378
616,375
615,368
615,368
616,362
618,356
622,350
627,346
629,345
629,345
629,344
630,344
628,343
625,343
621,343
621,343
616,344
612,345
611,346
611,346
613,346
613,346
614,346
615,345
616,344
616,344
618,344
618,344
620,345
626,349
633,356
644,371
660,397
660,397
683,432
707,471
733,512
759,553
788,589
788,589
820,609
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
