X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
898,610
872,590
853,568
837,539
837,539
826,511
817,489
811,473
807,460
802,451
802,451
799,444
797,438
795,435
794,433
793,434
793,434
793,436
792,438
792,440
792,442
792,444
792,444
793,444
792,444
792,443
791,442
789,439
789,439
785,436
780,429
772,423
762,420
752,416
752,416
740,412
727,408
714,405
700,405
686,407
686,407
675,410
666,413
660,416
655,418
652,418
652,418
649,419
647,419
646,420
645,420
644,421
644,421
645,422
645,423
645,424
645,424
645,424
645,424
645,424
644,423
644,422
643,422
643,421
643,421
642,421
642,420
641,420
641,420
641,420
641,420
641,420
641,420
641,421
642,421
643,421
643,421
646,422
651,424
660,428
675,436
696,450
696,450
720,470
747,494
773,525
800,560
824,588
824,588
852,610
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
