X,Y
0,0
0,0
0,0
0,0
0,0
851,610
822,584
822,584
800,543
783,502
769,467
760,438
753,415
753,415
749,397
746,383
745,373
746,367
746,363
746,363
747,362
748,361
749,362
750,363
751,364
751,364
751,366
752,369
751,371
751,374
751,377
751,377
751,379
751,380
752,382
753,383
754,385
754,385
754,386
753,386
750,386
745,384
738,381
738,381
729,378
719,374
709,370
700,366
692,361
692,361
684,356
678,352
672,347
666,342
661,338
661,338
657,337
654,337
652,339
650,341
647,344
647,344
645,346
643,348
643,350
643,350
644,351
644,351
645,350
646,350
646,349
647,349
647,349
647,349
648,349
648,349
649,349
650,350
652,350
652,350
654,352
657,355
661,361
667,370
676,384
676,384
688,402
703,424
721,451
744,484
771,523
771,523
805,567
842,598
892,620
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
