X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
940,619
928,602
908,575
891,540
878,510
878,510
866,485
855,466
845,451
836,440
827,430
827,430
819,422
812,415
806,411
803,408
801,407
801,407
800,407
801,408
802,409
802,409
803,409
803,409
803,408
801,406
799,403
796,398
791,392
791,392
779,382
764,373
748,365
731,362
714,360
714,360
699,359
688,361
678,361
670,360
663,357
663,357
659,354
656,351
654,350
652,349
652,351
652,351
651,353
651,356
651,359
650,361
650,362
650,362
650,363
650,362
650,362
649,361
647,361
647,361
647,362
646,362
647,363
647,362
648,362
648,362
649,362
650,361
651,359
654,358
662,362
662,362
675,373
693,393
714,420
739,458
767,502
767,502
799,549
833,590
869,612
0,0
0,0
0,0
0,0
0,0
0,0
0,0
