X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
872,611
849,587
833,549
822,512
822,512
815,483
811,461
809,446
807,436
806,430
806,430
804,426
803,424
803,421
803,419
804,416
804,416
806,414
807,412
807,412
807,412
807,412
807,412
806,412
806,413
807,414
808,416
809,418
809,418
808,419
805,419
798,418
789,417
778,415
778,415
766,414
755,413
745,411
734,409
724,408
724,408
714,408
704,408
697,409
690,411
685,412
685,412
681,413
678,414
676,415
676,417
676,418
676,418
676,420
676,423
678,424
679,425
681,425
681,425
683,423
685,420
688,415
690,408
691,402
691,402
691,396
691,393
689,392
687,392
686,393
686,393
686,395
686,396
687,397
687,398
687,398
687,398
688,398
688,398
689,398
689,398
690,398
690,398
692,400
696,405
703,413
712,427
725,443
725,443
739,461
754,483
770,507
787,534
806,563
806,563
828,588
852,606
880,620
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
