X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
874,621
856,606
835,592
821,575
821,575
812,550
805,525
802,502
799,482
799,465
799,465
799,453
799,444
798,438
797,435
795,435
795,435
794,435
793,436
792,436
791,437
791,437
791,437
791,438
791,438
791,439
791,439
790,439
790,439
790,438
788,437
787,436
785,434
782,431
782,431
779,427
774,423
768,417
759,413
750,408
750,408
740,403
731,399
722,396
714,393
707,392
707,392
702,391
698,392
696,393
695,395
696,396
696,396
698,397
700,397
701,396
702,396
701,396
701,396
701,396
701,396
701,396
701,396
701,395
701,395
701,395
701,395
700,394
700,395
700,395
700,395
700,395
700,397
701,399
702,403
704,407
704,407
706,411
710,417
716,424
725,437
741,457
741,457
760,484
784,518
811,559
842,590
881,612
881,612
0,0
0,0
0,0
