X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
900,606
881,589
881,589
867,570
853,537
843,504
835,477
830,454
830,454
826,436
824,423
823,414
822,408
821,404
821,404
820,401
819,399
818,398
818,398
819,398
819,398
819,398
818,399
817,400
816,401
815,402
815,402
813,402
811,401
807,399
803,396
797,393
797,393
790,390
782,387
774,385
764,383
753,381
753,381
738,380
721,379
704,379
687,381
674,382
674,382
663,384
656,386
651,388
650,390
649,392
649,392
648,394
648,395
647,396
646,398
645,398
645,398
644,399
644,400
644,400
644,399
644,399
644,399
644,398
644,397
644,397
644,396
645,396
645,396
647,395
650,395
656,396
664,399
675,405
675,405
691,416
711,431
733,448
757,468
784,493
784,493
809,522
835,554
865,582
899,603
925,618
925,618
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
