X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
918,611
889,592
866,570
848,538
835,511
835,511
826,486
820,466
818,449
816,436
816,426
816,426
815,418
814,413
813,410
811,408
809,409
809,409
807,411
806,414
805,417
805,419
805,420
805,420
805,421
805,420
805,419
805,419
805,418
805,418
805,417
804,417
802,415
796,413
788,409
788,409
777,405
762,401
744,396
726,391
710,388
710,387
696,385
685,382
677,378
671,374
665,372
665,372
661,371
658,371
655,372
652,373
649,375
649,375
647,378
644,379
643,381
643,381
644,380
644,380
644,379
645,378
645,378
646,377
647,376
647,376
648,376
648,376
649,376
649,376
649,377
649,377
650,378
652,382
659,389
672,401
690,418
691,418
714,440
741,467
769,498
799,533
831,569
831,569
868,594
904,615
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
