X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
905,602
871,570
845,525
846,525
829,484
819,449
814,423
812,405
811,395
811,395
809,390
805,389
799,389
793,387
789,383
789,383
786,373
782,362
783,355
783,355
786,361
786,361
791,365
797,372
802,379
807,385
811,389
811,389
813,388
814,383
812,374
806,369
804,370
804,370
805,372
807,373
808,376
808,379
808,382
808,382
807,384
807,385
807,386
804,386
799,388
799,388
791,389
779,389
765,388
749,387
732,386
732,386
716,384
702,382
691,381
683,380
678,379
678,379
674,378
671,379
668,381
666,382
664,384
664,384
662,386
661,388
661,389
661,391
661,392
661,392
661,393
660,393
660,393
660,392
660,392
660,392
660,391
660,391
661,391
661,391
661,390
661,390
660,390
660,389
660,389
660,389
660,389
660,389
660,389
661,389
662,390
665,391
670,393
670,393
677,397
687,402
698,411
711,422
725,436
725,436
741,452
758,470
777,491
799,517
823,546
823,546
850,572
882,592
916,609
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
