X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
914,618
914,618
908,594
889,568
873,536
861,502
851,472
851,472
841,448
832,429
825,415
819,405
813,397
813,397
808,392
803,387
799,384
796,382
794,382
794,382
792,382
792,383
791,384
791,384
791,385
791,385
791,385
791,385
792,385
792,385
792,384
792,384
792,384
791,383
791,382
788,382
782,382
782,382
774,382
765,381
754,380
744,381
735,382
735,382
727,383
721,383
717,383
714,383
711,382
711,382
708,381
706,381
705,381
704,382
704,383
704,383
704,384
705,384
705,385
705,385
705,385
705,385
705,385
705,384
705,384
705,384
705,383
705,383
705,383
705,383
705,383
705,383
705,383
705,383
706,383
707,384
711,386
720,391
736,402
736,402
759,419
791,442
830,473
875,510
926,551
926,551
985,583
1041,607
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
