X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
890,607
871,588
871,588
852,568
836,539
823,511
814,487
807,466
807,466
802,447
799,432
796,419
793,408
790,399
790,399
788,393
788,388
788,385
790,383
791,383
791,383
793,384
794,385
794,387
794,388
794,390
794,390
793,391
793,391
793,392
792,392
792,392
792,392
792,392
791,392
788,391
784,390
777,387
777,387
768,384
758,381
747,381
735,381
721,381
721,381
708,382
695,383
683,386
674,388
669,392
669,392
666,393
665,394
665,394
665,394
665,395
665,395
665,395
666,396
666,396
667,397
667,398
667,398
667,398
667,398
668,398
668,398
668,398
668,398
668,398
669,398
669,399
671,401
673,402
673,402
678,405
684,409
694,417
706,427
720,440
720,440
735,458
753,480
773,507
796,538
823,570
823,570
851,593
883,611
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
