X,Y
1047,571
1054,544
1058,516
1058,516
1061,489
1062,467
1064,456
1065,447
1066,442
1066,442
1070,441
1072,440
1074,440
1075,442
1075,443
1075,443
1075,445
1074,446
1072,449
1071,451
1071,451
1071,451
1072,450
1074,449
1076,449
1077,448
1077,449
1077,449
1076,450
1076,451
1075,453
1075,455
1074,457
1074,457
1073,458
1071,461
1068,468
1064,478
1059,489
1059,489
1050,495
1039,498
1023,500
990,499
954,490
954,490
926,470
898,453
874,437
855,423
842,412
842,412
832,406
825,399
821,396
816,395
811,395
811,395
807,397
804,398
801,398
797,397
790,393
790,393
780,388
770,382
761,376
754,371
752,372
752,372
755,379
755,385
754,391
757,398
761,405
761,405
765,411
769,414
770,416
771,415
770,414
770,414
770,413
769,412
768,411
765,408
759,403
759,403
750,397
736,390
720,383
705,380
689,379
689,379
675,378
665,376
659,375
655,373
653,371
653,371
652,370
651,369
650,369
650,371
651,373
651,373
653,375
656,377
658,378
660,380
662,380
662,380
662,381
662,382
663,382
663,382
663,382
663,382
663,382
662,383
662,384
661,384
661,385
661,385
660,386
660,386
660,387
661,387
661,387
661,387
661,387
660,386
660,386
660,386
661,387
661,387
661,388
662,390
663,393
667,397
673,403
673,403
682,412
696,426
714,445
736,470
763,502
763,502
793,540
827,578
867,604
896,623
0,0
0,0
0,0
0,0
0,0
0,0
