X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
852,612
830,596
812,576
790,542
771,509
771,509
756,479
743,451
732,427
723,405
715,386
715,386
709,372
703,363
699,356
695,354
693,353
693,353
693,353
694,355
695,357
696,358
697,360
697,360
698,361
700,363
700,363
701,364
702,364
702,364
703,364
703,363
703,363
703,362
703,362
703,362
703,362
702,363
701,362
699,362
694,361
694,361
688,359
679,357
671,356
667,354
663,352
663,352
658,351
653,352
647,354
641,355
635,355
635,355
629,355
625,356
620,357
617,358
614,359
614,359
613,360
613,361
614,362
615,362
615,362
615,362
615,362
615,362
615,362
615,362
614,362
614,362
614,362
613,362
613,362
613,362
613,361
613,361
612,362
612,362
612,362
612,363
613,363
613,363
615,365
618,367
625,372
637,381
654,395
654,395
676,415
702,439
730,469
759,504
792,543
792,543
829,582
874,607
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
