X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
917,617
907,595
884,570
867,543
854,510
854,510
844,483
836,459
830,440
825,426
819,414
819,414
814,405
808,398
802,393
797,389
792,387
792,387
788,386
785,386
783,386
782,386
782,387
782,387
782,387
781,387
779,386
774,386
767,385
767,385
758,384
749,382
739,377
728,373
718,369
718,369
708,367
698,365
689,366
682,367
676,370
676,370
671,372
667,375
663,378
661,380
659,382
659,382
659,384
659,385
659,386
659,386
659,385
659,385
660,384
660,383
660,383
660,382
660,381
660,381
659,381
659,381
660,381
662,384
667,388
667,388
676,395
690,406
709,421
731,443
756,469
756,469
781,501
807,536
832,573
857,597
883,613
883,613
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
