X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
948,616
948,616
904,600
877,579
854,554
837,524
824,496
824,496
813,472
805,453
799,436
793,421
787,408
787,408
782,398
779,389
777,381
776,375
776,370
776,370
777,366
778,363
779,362
779,362
779,363
779,363
778,363
778,364
777,364
777,364
777,363
777,363
776,363
776,363
776,362
775,361
774,360
774,360
773,359
771,357
767,356
761,355
752,354
752,354
742,354
731,351
719,349
706,348
694,347
694,347
682,346
673,346
664,346
657,347
649,348
649,348
642,350
636,352
630,355
626,358
624,360
624,360
623,362
624,363
625,363
626,363
626,362
626,362
626,361
626,360
626,360
626,359
627,360
627,360
627,360
628,359
628,359
629,358
629,357
629,357
629,358
629,359
630,363
631,367
635,372
635,372
641,378
650,386
661,398
677,419
699,449
699,449
725,488
757,534
792,580
827,606
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
