X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
904,621
891,602
872,578
872,578
850,540
831,497
816,457
806,423
800,397
800,397
796,379
793,366
790,359
788,357
787,359
787,359
787,364
786,369
786,373
786,374
787,373
787,373
788,367
790,355
793,344
797,339
800,336
800,336
801,335
801,335
800,334
798,335
795,338
795,338
792,340
789,343
787,346
786,348
785,349
785,349
787,350
788,350
788,349
786,348
781,348
781,348
772,347
758,345
740,342
720,338
699,337
699,337
679,340
663,343
652,349
645,356
643,360
643,360
642,362
641,362
640,363
640,364
640,366
640,366
639,368
639,369
639,371
639,373
639,374
638,374
639,374
639,373
640,373
640,372
641,372
641,372
641,371
641,370
642,369
644,368
647,368
647,368
653,368
663,369
677,375
694,388
713,410
713,410
734,441
757,479
782,523
810,569
839,599
839,599
871,618
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
