X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
955,620
925,598
925,598
901,569
882,529
866,492
852,461
838,437
838,437
826,419
814,405
805,395
797,388
789,383
789,383
781,380
772,379
764,379
758,380
755,381
755,381
754,381
755,381
757,379
761,377
765,374
765,374
771,372
777,368
782,365
785,361
787,358
787,358
788,358
786,360
785,362
785,365
782,368
782,368
782,370
782,370
783,371
784,371
783,371
783,371
779,369
772,366
767,363
760,361
751,356
751,356
738,354
722,355
710,353
700,347
691,343
691,343
683,339
677,338
672,338
666,338
661,338
661,338
657,338
654,339
651,340
650,340
649,341
649,341
648,342
648,342
647,342
647,342
647,342
647,342
647,342
647,342
648,342
650,343
654,345
654,345
661,349
672,357
685,372
701,392
719,418
719,418
739,447
761,479
784,516
810,557
838,589
838,589
868,609
0,0
0,0
0,0
0,0
0,0
0,0
0,0
