X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
889,622
862,607
840,591
840,591
824,570
812,535
804,502
799,474
795,452
795,452
792,434
791,421
792,410
793,401
795,396
795,396
797,392
799,390
801,389
802,389
803,390
803,390
803,390
803,391
803,391
803,393
802,395
802,395
802,397
802,398
801,399
801,399
801,399
801,399
799,399
796,398
791,397
784,396
772,394
772,394
760,393
747,393
735,395
724,398
713,405
713,405
706,409
700,412
695,416
690,418
684,418
684,418
674,416
662,412
649,408
639,405
635,404
635,404
634,408
627,415
620,421
615,426
613,431
613,431
611,437
610,441
610,443
610,444
610,444
610,444
611,444
612,444
613,443
613,441
613,438
613,438
613,438
614,434
622,426
628,424
641,429
641,429
662,442
688,463
717,490
717,490
750,523
784,561
784,560
857,611
0,0
0,0
0,0
0,0
0,0
