X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
855,617
832,599
832,599
810,581
792,555
779,522
771,493
768,468
768,468
767,448
766,431
766,419
765,410
765,405
765,405
764,403
763,403
763,404
763,405
762,406
762,406
762,406
761,407
761,408
760,409
760,409
760,409
760,410
760,410
759,410
757,410
754,409
754,409
747,408
738,406
728,404
717,404
706,405
706,405
696,407
686,408
676,408
667,408
658,408
658,408
652,407
646,407
641,407
638,406
636,406
636,406
634,407
632,408
631,409
630,410
630,411
630,411
630,411
630,412
630,412
631,411
631,411
631,411
631,410
631,410
631,409
631,409
631,409
631,409
632,409
632,409
635,410
639,412
648,415
648,415
661,422
677,432
696,447
717,467
743,491
743,491
772,519
804,551
839,580
880,602
915,622
915,622
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
