X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
847,616
829,602
815,586
815,586
804,568
797,548
792,529
789,514
788,503
788,503
788,496
789,491
790,487
792,486
794,486
794,486
796,487
795,488
795,485
794,480
792,471
792,471
789,460
786,449
784,439
783,432
787,429
787,429
793,432
796,435
796,437
795,438
794,440
794,440
793,442
791,444
791,446
792,447
793,448
793,448
795,448
796,448
796,447
796,446
795,444
795,444
793,440
790,436
787,432
781,427
774,423
774,423
764,421
752,418
739,415
724,412
712,411
712,411
701,410
694,410
688,411
686,412
684,414
684,414
683,416
682,417
680,419
677,421
675,424
675,424
673,426
672,427
672,428
672,428
672,428
672,428
672,428
671,427
670,427
670,426
670,425
670,425
671,425
675,425
681,426
691,431
703,441
703,441
716,456
732,476
750,499
769,525
790,553
790,554
813,583
841,602
871,617
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
