X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
899,610
884,592
863,563
863,563
843,530
827,501
813,477
802,459
793,444
793,444
787,431
783,421
780,414
778,411
777,409
777,409
775,409
774,409
774,409
775,409
776,409
776,409
776,409
777,409
777,410
776,410
775,411
775,411
774,410
772,409
769,407
764,403
757,400
757,400
748,396
736,391
724,390
714,390
704,391
704,391
696,393
687,395
678,397
669,398
662,400
662,400
656,401
652,403
650,405
649,407
650,409
650,409
650,410
650,411
648,412
647,413
645,414
645,414
645,415
644,415
644,416
645,416
645,416
645,416
644,416
644,415
643,415
643,415
643,416
643,416
642,416
642,416
642,416
644,417
646,419
646,419
651,424
661,433
675,445
694,461
716,481
716,481
740,505
767,534
797,567
797,567
865,611
865,611
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
