X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
921,620
879,599
856,576
840,542
827,509
827,509
818,483
811,461
805,444
800,430
796,420
796,420
792,414
788,412
785,407
783,404
781,403
781,403
780,403
779,403
779,405
779,406
778,407
778,407
778,407
778,407
778,407
777,406
777,405
777,405
777,405
773,401
767,397
759,393
750,388
750,388
740,384
729,382
719,380
709,380
701,381
701,381
693,382
685,384
679,387
674,390
670,393
670,393
666,395
662,397
660,398
659,399
659,399
659,399
659,399
659,399
660,398
660,397
659,396
659,396
659,395
659,395
659,395
659,395
658,395
658,395
657,394
656,393
656,392
657,392
659,391
659,391
663,392
671,394
684,399
703,408
726,421
726,421
753,440
781,466
811,497
841,535
873,576
873,576
912,605
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
