X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
953,617
917,599
886,581
886,581
862,558
844,527
829,498
817,472
808,450
808,450
800,431
794,415
790,402
786,392
783,384
783,384
780,379
779,374
778,372
778,370
778,368
778,368
778,367
778,366
778,365
777,363
777,361
777,361
776,361
775,361
775,361
774,362
774,363
774,363
774,363
773,363
773,363
773,363
772,363
772,363
771,362
768,361
763,360
754,358
745,356
745,356
734,355
722,354
712,353
703,352
696,351
696,351
689,352
681,357
673,370
668,375
663,377
663,377
659,378
656,379
651,378
644,375
635,371
635,371
624,366
614,364
606,363
600,365
599,371
599,371
597,377
593,380
591,382
589,384
588,386
588,386
588,388
587,389
586,390
585,391
585,392
585,392
584,393
583,393
583,392
582,391
582,390
582,390
582,389
583,389
585,389
587,390
590,392
590,392
595,395
603,400
616,409
633,427
654,453
654,453
680,485
710,522
742,561
779,587
820,608
820,608
852,621
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
