X,Y
0,0
0,0
0,0
0,0
0,0
846,610
846,610
826,586
811,555
797,517
786,485
779,458
779,458
774,437
770,419
767,405
764,394
762,385
762,385
761,378
761,373
761,370
761,369
762,370
762,370
762,372
761,373
761,375
761,377
759,377
759,378
757,378
753,378
749,371
743,366
734,363
734,363
725,361
717,359
711,360
708,364
706,366
706,366
702,369
700,376
698,378
697,379
695,382
695,382
694,384
693,387
692,390
691,393
690,394
690,394
689,395
688,394
687,391
686,387
686,382
686,382
685,374
684,368
682,365
679,364
677,364
677,364
675,366
674,368
674,370
673,371
673,372
673,372
672,372
672,372
672,371
672,371
672,371
672,371
673,370
673,370
673,370
674,371
677,373
677,373
681,377
687,386
697,401
709,420
723,441
723,441
739,465
756,492
775,520
795,549
818,577
818,577
842,596
868,611
0,0
0,0
0,0
0,0
0,0
0,0
