X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
906,606
869,580
836,544
813,507
795,473
795,473
782,445
772,420
764,399
759,382
755,369
755,369
752,360
748,354
745,351
741,352
737,354
737,354
732,358
728,361
727,362
727,363
729,362
729,362
730,357
733,356
735,358
735,363
734,371
734,371
735,379
735,388
735,397
736,401
736,401
736,401
737,397
737,390
734,380
730,372
728,370
728,370
726,370
726,370
726,373
725,374
723,375
723,375
721,375
719,375
718,376
717,376
718,377
718,377
718,378
718,379
717,379
716,380
714,380
714,380
711,379
708,378
703,375
698,372
690,371
690,370
681,369
671,369
661,369
651,370
643,372
643,372
636,374
630,377
627,379
623,380
621,381
621,381
618,382
615,383
614,384
613,384
613,384
613,384
613,384
613,384
612,384
612,383
612,383
612,383
613,383
614,384
616,385
619,385
624,387
624,387
631,389
647,395
671,406
701,421
734,442
734,442
766,468
798,500
831,536
866,571
906,596
906,596
945,614
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
