X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
876,621
853,608
842,595
832,580
832,580
826,560
819,539
814,519
809,499
805,480
805,480
801,461
798,443
797,428
796,416
796,406
796,406
795,399
795,395
795,393
795,391
796,391
796,391
797,393
797,395
797,399
798,402
798,405
798,405
798,407
797,409
797,409
796,408
796,407
796,407
796,406
796,405
795,404
793,402
789,399
789,399
782,395
772,391
760,388
746,385
732,382
732,382
719,379
705,377
692,376
681,375
672,376
672,376
666,377
662,379
661,382
660,384
660,386
660,386
660,388
660,390
661,392
661,394
661,396
661,396
661,397
661,398
661,397
661,397
661,396
661,396
661,395
660,395
660,395
661,395
661,396
661,396
662,397
663,399
664,403
668,411
676,425
676,425
690,445
709,473
731,507
758,544
789,581
788,580
827,604
864,622
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
