X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
907,609
878,583
878,583
852,544
837,499
825,461
817,433
812,412
812,412
810,399
810,392
809,389
807,391
804,394
804,394
801,394
799,392
798,386
798,379
797,374
797,374
797,374
796,380
796,388
797,395
798,402
798,402
800,406
801,407
802,405
804,400
807,392
807,392
806,380
803,374
804,374
806,374
808,375
808,375
809,377
810,379
810,381
810,382
810,383
810,383
810,384
808,385
802,387
792,389
777,389
777,389
760,390
745,391
732,394
721,396
711,398
711,398
703,401
695,404
689,407
685,411
681,414
681,414
678,417
675,421
673,423
672,426
671,427
671,427
671,427
671,427
671,425
671,424
671,422
670,422
670,421
670,420
670,419
670,419
670,419
670,419
671,420
673,422
678,425
683,429
692,434
692,434
705,439
725,447
750,460
777,480
805,505
805,505
832,535
860,568
891,592
930,614
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
