X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
889,614
870,590
870,590
846,552
827,509
812,471
801,442
793,424
793,424
793,424
782,409
778,409
775,410
774,412
774,412
774,415
774,416
775,416
777,413
779,408
779,408
781,400
784,388
789,374
795,363
800,357
800,357
803,356
806,358
807,361
808,364
808,367
808,367
809,369
809,369
808,369
806,368
800,367
800,367
791,364
778,359
765,356
751,352
737,350
737,350
723,348
710,346
698,345
687,345
678,344
678,344
672,346
668,348
664,351
662,353
661,355
661,355
661,355
660,358
661,358
662,359
663,359
663,359
663,359
664,358
664,358
664,357
664,356
664,356
665,355
665,355
665,354
665,354
665,354
665,354
665,355
666,355
668,357
673,360
683,368
683,368
697,381
716,401
737,428
761,464
789,507
789,507
820,555
857,591
902,618
0,0
0,0
0,0
0,0
0,0
0,0
