X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
936,607
936,607
894,591
871,568
856,538
846,509
839,486
839,486
835,467
833,451
832,439
831,430
830,422
830,422
829,416
828,411
828,408
828,405
827,403
827,403
827,402
827,402
826,403
825,404
823,404
823,404
823,404
822,404
822,403
823,403
823,401
823,401
822,400
819,398
814,396
807,394
797,392
797,392
785,391
773,389
762,389
751,388
741,387
741,387
731,387
722,386
714,386
707,387
703,387
703,387
700,388
700,388
701,389
702,389
702,389
702,389
702,388
702,387
702,386
702,385
703,384
703,384
705,384
710,386
719,389
732,397
747,411
747,411
762,431
779,456
797,486
815,518
834,553
834,553
856,583
880,604
913,622
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
