X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
873,600
844,580
823,558
806,527
806,527
793,502
785,483
779,467
777,456
776,446
776,446
777,438
777,431
779,424
780,418
782,414
782,414
783,411
784,410
785,410
785,412
785,414
785,414
785,415
785,416
785,416
785,416
784,416
784,416
783,415
780,411
776,403
769,399
761,395
761,395
753,388
745,384
736,382
728,383
721,386
721,386
716,390
712,395
708,399
705,400
705,400
702,401
701,398
700,396
700,389
698,380
698,381
698,374
697,372
691,371
684,371
680,375
680,375
678,382
678,387
679,391
680,392
682,390
681,390
682,387
683,380
677,368
676,362
677,360
677,360
677,361
678,362
677,363
676,364
674,365
674,365
672,365
670,365
668,366
667,368
667,369
667,369
667,371
667,373
666,374
666,375
666,375
666,375
665,375
664,375
664,375
664,375
664,375
664,375
665,374
665,374
665,373
666,373
667,373
667,373
668,374
670,376
674,380
680,386
689,396
689,396
703,413
721,435
744,463
772,496
803,533
803,533
837,572
879,598
916,617
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
