X,Y
0,0
0,0
0,0
0,0
0,0
0,0
0,0
863,615
838,591
838,591
819,560
805,523
796,491
789,464
782,443
782,443
776,428
770,417
764,410
759,407
753,406
753,406
748,406
744,408
741,411
738,413
738,415
738,415
738,417
739,417
740,418
740,417
740,416
740,416
738,412
735,408
729,402
720,397
710,394
710,394
698,392
686,391
674,392
664,392
656,392
656,392
649,392
643,393
638,394
633,395
628,397
628,397
623,400
617,402
613,405
609,407
607,409
607,409
606,409
606,409
607,409
607,408
607,407
607,407
608,407
608,406
608,405
609,404
609,404
609,404
610,404
610,403
611,403
613,404
614,404
614,404
618,404
624,404
634,407
648,413
667,426
667,426
690,443
715,462
741,484
767,507
795,533
795,533
822,560
851,581
882,598
912,613
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
